priority_rank,competition_id,problem_id,source_event_id,source_round_id,boulder_number,leaderboard_route_id,event_date,event_name,source_scope,source_url,event_tier,category,round_name,linked_outcomes,linked_athletes,zone_rate,top_rate,rows_with_both_board_metrics,mean_physical_metrics_available,outcome_spread,priority_rule,tag_status
402,CEC|event:123,CEC|event:123|route:9743,123,2329,3,9743,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2329/results,National championship youth,U19 Female,Semi-Finals,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
403,CEC|event:123,CEC|event:123|route:9744,123,2329,4,9744,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2329/results,National championship youth,U19 Female,Semi-Finals,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
404,CEC|event:123,CEC|event:123|route:9793,123,2336,1,9793,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2336/results,National championship youth,U17 Male,Finals,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
405,CEC|event:123,CEC|event:123|route:9794,123,2336,2,9794,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2336/results,National championship youth,U17 Male,Finals,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
406,CEC|event:123,CEC|event:123|route:9795,123,2336,3,9795,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2336/results,National championship youth,U17 Male,Finals,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
407,CEC|event:123,CEC|event:123|route:9796,123,2336,4,9796,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2336/results,National championship youth,U17 Male,Finals,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
408,CEC|event:119,CEC|event:119|route:9145,119,2179,1,9145,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2179/results,Regional / local youth,U19 Male,Finals,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
409,CEC|event:119,CEC|event:119|route:9146,119,2179,2,9146,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2179/results,Regional / local youth,U19 Male,Finals,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
410,CEC|event:119,CEC|event:119|route:9147,119,2179,3,9147,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2179/results,Regional / local youth,U19 Male,Finals,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
411,CEC|event:119,CEC|event:119|route:9148,119,2179,4,9148,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2179/results,Regional / local youth,U19 Male,Finals,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
412,CEC|event:119,CEC|event:119|route:9153,119,2181,1,9153,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2181/results,Regional / local youth,U17 Male,Finals,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
413,CEC|event:119,CEC|event:119|route:9154,119,2181,2,9154,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2181/results,Regional / local youth,U17 Male,Finals,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
414,CEC|event:119,CEC|event:119|route:9155,119,2181,3,9155,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2181/results,Regional / local youth,U17 Male,Finals,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
415,CEC|event:119,CEC|event:119|route:9156,119,2181,4,9156,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2181/results,Regional / local youth,U17 Male,Finals,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
416,CEC|event:119,CEC|event:119|route:9265,119,2160,1,9265,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2160/results,Regional / local youth,U19 Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
417,CEC|event:119,CEC|event:119|route:9266,119,2160,2,9266,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2160/results,Regional / local youth,U19 Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
418,CEC|event:119,CEC|event:119|route:9267,119,2160,3,9267,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2160/results,Regional / local youth,U19 Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
419,CEC|event:119,CEC|event:119|route:9268,119,2160,4,9268,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2160/results,Regional / local youth,U19 Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
420,CEC|event:119,CEC|event:119|route:9269,119,2160,5,9269,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2160/results,Regional / local youth,U19 Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
421,CEC|event:119,CEC|event:119|route:9270,119,2160,6,9270,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2160/results,Regional / local youth,U19 Male,Qualification,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
422,CEC|event:119,CEC|event:119|route:9277,119,2162,1,9277,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2162/results,Regional / local youth,U17 Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
423,CEC|event:119,CEC|event:119|route:9278,119,2162,2,9278,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2162/results,Regional / local youth,U17 Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
424,CEC|event:119,CEC|event:119|route:9279,119,2162,3,9279,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2162/results,Regional / local youth,U17 Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
425,CEC|event:119,CEC|event:119|route:9280,119,2162,4,9280,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2162/results,Regional / local youth,U17 Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
426,CEC|event:119,CEC|event:119|route:9281,119,2162,5,9281,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2162/results,Regional / local youth,U17 Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
427,CEC|event:119,CEC|event:119|route:9282,119,2162,6,9282,2025-04-26,Youth Eastern Regionals 24/25,CEC,/api/v1/category_rounds/2162/results,Regional / local youth,U17 Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
428,CEC|event:182,CEC|event:182|route:16478,182,3481,1,16478,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3481/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
429,CEC|event:182,CEC|event:182|route:16479,182,3481,2,16479,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3481/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
430,CEC|event:182,CEC|event:182|route:16480,182,3481,3,16480,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3481/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
431,CEC|event:182,CEC|event:182|route:16481,182,3481,4,16481,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3481/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
432,CEC|event:182,CEC|event:182|route:16482,182,3481,5,16482,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3481/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
433,CEC|event:182,CEC|event:182|route:16483,182,3481,6,16483,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3481/results,Regional / local,Open Female,Qualification,1,1,1.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
434,CEC|event:182,CEC|event:182|route:16504,182,3493,1,16504,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3493/results,Regional / local,Open Female,Finals,1,1,1.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
435,CEC|event:182,CEC|event:182|route:16505,182,3493,2,16505,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3493/results,Regional / local,Open Female,Finals,1,1,1.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
436,CEC|event:182,CEC|event:182|route:16506,182,3493,3,16506,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3493/results,Regional / local,Open Female,Finals,1,1,0.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
437,CEC|event:182,CEC|event:182|route:16507,182,3493,4,16507,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3493/results,Regional / local,Open Female,Finals,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
438,CEC|event:165,CEC|event:165|route:14539,165,3120,1,14539,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3120/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
439,CEC|event:165,CEC|event:165|route:14540,165,3120,2,14540,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3120/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
440,CEC|event:165,CEC|event:165|route:14541,165,3120,3,14541,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3120/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
441,CEC|event:165,CEC|event:165|route:14542,165,3120,4,14542,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3120/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
442,CEC|event:165,CEC|event:165|route:14543,165,3120,5,14543,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3120/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
443,CEC|event:165,CEC|event:165|route:14670,165,3161,1,14670,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3161/results,Regional / local,Open Female,Finals,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
444,CEC|event:165,CEC|event:165|route:14671,165,3161,2,14671,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3161/results,Regional / local,Open Female,Finals,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
445,CEC|event:165,CEC|event:165|route:14672,165,3161,3,14672,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3161/results,Regional / local,Open Female,Finals,1,1,0.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
446,CEC|event:165,CEC|event:165|route:14673,165,3161,4,14673,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3161/results,Regional / local,Open Female,Finals,1,1,1.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
447,CEC|event:165,CEC|event:165|route:15345,165,3120,6,15345,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3120/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
448,CEC|event:165,CEC|event:165|route:15346,165,3120,7,15346,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3120/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
449,CEC|event:165,CEC|event:165|route:15608,165,3113,1,15608,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3113/results,Regional / local youth,Youth A Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
450,CEC|event:165,CEC|event:165|route:15609,165,3113,2,15609,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3113/results,Regional / local youth,Youth A Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
451,CEC|event:165,CEC|event:165|route:15610,165,3113,3,15610,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3113/results,Regional / local youth,Youth A Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
452,CEC|event:165,CEC|event:165|route:15611,165,3113,4,15611,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3113/results,Regional / local youth,Youth A Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
453,CEC|event:165,CEC|event:165|route:15612,165,3113,5,15612,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3113/results,Regional / local youth,Youth A Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
454,CEC|event:165,CEC|event:165|route:15613,165,3113,6,15613,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3113/results,Regional / local youth,Youth A Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
455,CEC|event:165,CEC|event:165|route:15614,165,3113,7,15614,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3113/results,Regional / local youth,Youth A Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
456,CEC|event:165,CEC|event:165|route:15615,165,3323,1,15615,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3323/results,Regional / local youth,Youth A Female,Finals,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
457,CEC|event:165,CEC|event:165|route:15616,165,3323,2,15616,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3323/results,Regional / local youth,Youth A Female,Finals,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
458,CEC|event:165,CEC|event:165|route:15617,165,3323,3,15617,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3323/results,Regional / local youth,Youth A Female,Finals,1,1,0.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
459,CEC|event:165,CEC|event:165|route:15618,165,3323,4,15618,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3323/results,Regional / local youth,Youth A Female,Finals,1,1,1.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
460,CEC|event:154,CEC|event:154|route:13207,154,2894,1,13207,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2894/results,Regional / local,Open Female,Qualification,1,1,0.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
461,CEC|event:154,CEC|event:154|route:13208,154,2894,2,13208,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2894/results,Regional / local,Open Female,Qualification,1,1,1.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
462,CEC|event:154,CEC|event:154|route:13209,154,2894,3,13209,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2894/results,Regional / local,Open Female,Qualification,1,1,0.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
463,CEC|event:154,CEC|event:154|route:13210,154,2894,4,13210,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2894/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
464,CEC|event:154,CEC|event:154|route:13211,154,2894,5,13211,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2894/results,Regional / local,Open Female,Qualification,1,1,1.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
465,CEC|event:154,CEC|event:154|route:13395,154,2894,6,13395,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2894/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
466,CEC|event:154,CEC|event:154|route:13396,154,2894,7,13396,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2894/results,Regional / local,Open Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
467,CEC|event:154,CEC|event:154|route:15180,154,2887,1,15180,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2887/results,Regional / local youth,Youth A Female,Qualification,1,1,0.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
468,CEC|event:154,CEC|event:154|route:15181,154,2887,2,15181,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2887/results,Regional / local youth,Youth A Female,Qualification,1,1,1.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
469,CEC|event:154,CEC|event:154|route:15182,154,2887,3,15182,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2887/results,Regional / local youth,Youth A Female,Qualification,1,1,0.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
470,CEC|event:154,CEC|event:154|route:15183,154,2887,4,15183,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2887/results,Regional / local youth,Youth A Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
471,CEC|event:154,CEC|event:154|route:15184,154,2887,5,15184,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2887/results,Regional / local youth,Youth A Female,Qualification,1,1,1.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
472,CEC|event:154,CEC|event:154|route:15185,154,2887,6,15185,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2887/results,Regional / local youth,Youth A Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
473,CEC|event:154,CEC|event:154|route:15186,154,2887,7,15186,2025-11-08,November Sessions,CEC,/api/v1/category_rounds/2887/results,Regional / local youth,Youth A Female,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
474,IFSC|event:1418,IFSC|event:1418|route:17177,1418,9838,1,17177,2025-07-28,IFSC Youth World Championships Helsinki 2025,IFSC,/api/v1/category_rounds/9838/results,World major youth,U17 Women,Qualification,1,1,1.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
475,IFSC|event:1418,IFSC|event:1418|route:17178,1418,9838,2,17178,2025-07-28,IFSC Youth World Championships Helsinki 2025,IFSC,/api/v1/category_rounds/9838/results,World major youth,U17 Women,Qualification,1,1,1.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
476,IFSC|event:1418,IFSC|event:1418|route:17179,1418,9838,3,17179,2025-07-28,IFSC Youth World Championships Helsinki 2025,IFSC,/api/v1/category_rounds/9838/results,World major youth,U17 Women,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
477,IFSC|event:1418,IFSC|event:1418|route:17180,1418,9838,4,17180,2025-07-28,IFSC Youth World Championships Helsinki 2025,IFSC,/api/v1/category_rounds/9838/results,World major youth,U17 Women,Qualification,1,1,0.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
478,IFSC|event:1418,IFSC|event:1418|route:17181,1418,9838,5,17181,2025-07-28,IFSC Youth World Championships Helsinki 2025,IFSC,/api/v1/category_rounds/9838/results,World major youth,U17 Women,Qualification,1,1,1.0,0.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
479,IFSC|event:1418,IFSC|event:1418|route:17182,1418,9838,6,17182,2025-07-28,IFSC Youth World Championships Helsinki 2025,IFSC,/api/v1/category_rounds/9838/results,World major youth,U17 Women,Qualification,1,1,1.0,1.0,1,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
