event_date,event_name,source_scope,event_tier,rating_context,direct_context_head,classification_reason,all_results_update_shared_skill,direct_label_controls_input_eligibility
2025-02-02,Veneto 1° prova di qualifica U15 3° U21 Senior (S),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-02-04,The Carnival 2025,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-02-07,Practice Plastic #2,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-02-08,Coppa Italia 1° prova (B),FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-02-08,Blokfest - Round 3 - Volume 1,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-02-08,Blokfest - Round 3 - Volume 1,VL-GLOBAL,Regional / local masters,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-02-08,Blokfest - Round 3 - Volume 1,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-02-10,TEST COKLU PUANLANMA,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-02-13,Test,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-02-14,Bouldering test,CEC,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-02-15,Speed Nationals 2025,CEC,National championship,Senior / Open,FED:CEC,direct federation-level evidence,True,False
2025-02-15,Speed Nationals 2025,CEC,National championship youth,Youth,FED:CEC:YOUTH,direct federation-level evidence,True,False
2025-02-15,Gencler (Genc-Genc A-B) -1 Bouldering Türkiye Sampiyonası-1,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-02-16,Emilia Romagna 3° prova di qualifica U19-21 Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-02-16,Veneto prova di qualifica U15 U21 Senior (S),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-02-22,Test lead,CEC,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-02-22,Youth B/A + Jr. Lead Local Bolder Elevated,CEC,Regional / local youth,Youth,FED:CEC:YOUTH,direct federation-level evidence,True,False
2025-02-22,Coppa Italia 2° prova (B),FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-02-22,IFSC Oceania Cup Mount Maunganui 2025,IFSC,Continental series,Senior / Open,IFSC_REG:OCEANIA,direct IFSC regional/continental evidence,True,False
2025-02-23,Youth C/D Top Rope Local + Tier 2 (CCC Hanger),CEC,Regional / local youth,Youth,FED:CEC:YOUTH,direct federation-level evidence,True,False
2025-02-23,Sicilia 3° prova di qualifica U21 Senior (B),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-02-28,Test Dolomate,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-02-28,Test Lead,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-02-28,Test outside boulder,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-03-01,Blokfest - Round 4 - Parthian Wandsworth,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-03-01,Blokfest - Round 4 - Parthian Wandsworth,VL-GLOBAL,Regional / local masters,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-03-01,Blokfest - Round 4 - Parthian Wandsworth,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-03-01,Büyükler Lider Türkiye Sampiyonasi -1-,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-03-02,Toscana 2° prova di qualifica U21 senior (B),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-06,Test Kraftreaktor,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-03-07,IFSC European Cup Munich 2025,IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2025-03-08,Youth C/D Boulder Provincials (Bolder Elevated),CEC,Regional / local youth,Youth,FED:CEC:YOUTH,direct federation-level evidence,True,False
2025-03-08,IFSC Asian Cup Hong Kong 2025,IFSC,Continental series,Senior / Open,IFSC_REG:ASIA,direct IFSC regional/continental evidence,True,False
2025-03-09,Emilia Romagna 4° prova di qualifica U19-21 Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-09,Liguria 4° prova di qualifica U21 Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-09,Macro NO 2° prova di qualifica U21 Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-09,Sardegna prova di qualifica U21 - Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-09,Sicilia 4° prova di qualifica U21 Senior (B),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-09,Toscana prova di qualifica U19-21 Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-10,Test Isparta National Team,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-03-10,Test Isparta National Team,VL-GLOBAL,Regional / local youth,Youth,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-03-12,2025 National Team Trials,USAC,Regional / local,Senior / Open,FED:USAC,direct federation-level evidence,True,False
2025-03-14,Boulderplanet - Flotter Freitag März 2025,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-03-15,Campionato Italiano (B),FASI,National championship,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-03-15,IKSUs etthundra,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-03-15,VELS-X-Masters Volume 1,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-03-16,Youth B/A/Jr. Boulder Provincials (Niche),CEC,Regional / local youth,Youth,FED:CEC:YOUTH,direct federation-level evidence,True,False
2025-03-21,Test Event Kletterkirche,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-03-21,Test ISKU,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-03-22,Coppa Italia 1° prova (S),FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-03-22,Sicilia 5° prova di qualifica U15 U21 Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-22,TAA prova di qualifica U15- U21 - Campionato Regionale (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-22,"Compsimulation (B): Minimum Flüela (U19, Elite)",SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2025-03-22,Bouldering League X #3 - Houdinicupen,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-03-22,"Gençler (Gençler, Genç A-B) Lider Türkiye Şampiyonası-1",VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-03-23,Abruzzo-Molise 3° prova di qualifica U21 Senior (B),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-23,Lazio 1ª prova di qualifica U21 Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-23,Sardegna Campionato regionale 2° prova (B),FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-03-28,Test Lead/TR Flash,USAC,Regional / local youth,Youth,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-03-29,Coppa Italia 3° prova (B),FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-03-29,FVG  prova di qualifica U19-21 Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-29,Veneto prova di qualifica U21 Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-29,Blokfest - Round 5 - Parthian Southampton,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-03-29,Blokfest - Round 5 - Parthian Southampton,VL-GLOBAL,Regional / local masters,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-03-29,Blokfest - Round 5 - Parthian Southampton,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-03-30,Abruzzo-Molise 4° prova di qualifica U15 U21 Senior (S),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-03-30,Lazio 1ª prova di qualifica U15-21 (S),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-04-05,ACA Lead & Top Rope Provincials,CEC,Regional / local youth,Youth,FED:CEC:YOUTH,direct federation-level evidence,True,False
2025-04-05,Lazio 2ª prova di qualifica U21 Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-04-05,IFSC European Cup Rome 2025,IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2025-04-05,2025 NACS Greenville,USAC,Continental / cross-border,Senior / Open,NACS,direct NACS evidence,True,False
2025-04-05,2025 NACS Greenville U17,USAC,Continental / cross-border,Youth,NACS:YOUTH,direct NACS evidence,True,False
2025-04-05,R32 Rock & Ropes (Lead/TR MDR),USAC,Regional / local youth,Youth,FED:USAC:YOUTH,direct federation-level evidence,True,False
2025-04-05,R52 Ibex (Lead/TR CRP),USAC,Regional / local youth,Youth,FED:USAC:YOUTH,direct federation-level evidence,True,False
2025-04-05,5-6 Nisan Ankara Hız Yarışması,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-04-05,5-6 Nisan Ankara Hız Yarışması,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-04-05,Plastic Fantastic 6,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-04-06,Liguria 6° prova di qualifica U15 U21 Senior (S),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-04-06,Lombardia Campionato Regionale (L),FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-04-06,Macro NO 4° prova di qualifica U21 Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-04-06,Toscana 3° prova di qualifica U21 senior (B),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-04-06,Valle d'Aosta Campionato Regionale (L),FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-04-06,R41 Movement Centennial (Lead/TR MDR),USAC,Regional / local youth,Youth,FED:USAC:YOUTH,direct federation-level evidence,True,False
2025-04-11,Test Speed 1,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-04-12,Coppa Italia 1° prova (L) 2° prova (S),FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-04-12,Umbria 1° prova di qualifica U15 U21 Senior (B),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-04-12,2025 NACS Murfreesboro,USAC,Continental / cross-border,Senior / Open,NACS,direct NACS evidence,True,False
2025-04-12,2025 NACS Murfreesboro U17,USAC,Continental / cross-border,Youth,NACS:YOUTH,direct NACS evidence,True,False
2025-04-12,R41 The Silos (Lead/TR MDR),USAC,Regional / local youth,Youth,FED:USAC:YOUTH,direct federation-level evidence,True,False
2025-04-12,R82 Reach (Lead/TR Flash),USAC,Regional / local youth,Youth,FED:USAC:YOUTH,direct federation-level evidence,True,False
2025-04-12,"SPOR TIRMANIŞ MINIKLER, KUCUKLER, YILDIZLAR TURKIYE SAMPIYONASI-1 (B)",VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-04-13,Macro NO 5° prova di qualifica U15 U21 Senior (S),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-04-13,Sardegna 3° prova di qualifica U21 Senior (B),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-04-13,Collegiate Training Mock Comp (Boulder ISO),USAC,Regional / local,Senior / Open,FED:USAC,direct federation-level evidence,True,False
2025-04-14,TEST EGİTİM BOULDER,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-04-14,TEST EGİTİM BOULDER,VL-GLOBAL,Regional / local youth,Youth,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-04-18,IFSC World Cup Keqiao 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-04-18,SPKA Test Event,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-04-19,The Carnival Lead 2025,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-04-22,SPKA Test Event 2,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-04-24,Test Vertikon Judges,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-04-25,IFSC World Cup Wujiang 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-04-25,Test Event,VL-GLOBAL,Regional / local youth,Youth,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-04-25,Test Magic Wood,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-04-25,Test Ontario,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-04-25,Test Speed,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-04-25,Test Vienna 2025,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-04-26,Youth Eastern Regionals 24/25,CEC,Regional / local youth,Youth,FED:CEC:YOUTH,direct federation-level evidence,True,False
2025-04-26,Youth Western Regionals 24/25,CEC,Regional / local youth,Youth,FED:CEC:YOUTH,direct federation-level evidence,True,False
2025-04-26,IFSC Youth European Cup Soure 2025,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2025-04-26,Jarní boulder otvírák 1.skupina 14:15--16:45,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-04-26,Jarní boulder otvírák 2.skupina 17:00-19:30,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-04-26,"Spor Tirmanis Minikler,Kucukler,Yildizlar Turkiye Sampiyonasi - 1 (L)",VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-04-27,Abruzzo-Molise prova di qualifica U15-U21 Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-04-27,FVG prova di qualifica U21 Senior (B),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-04-30,Kletterei Opens,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-05-02,IFSC World Cup Bali 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-05-03,2025 NACS,CEC,Continental / cross-border,Senior / Open,NACS,direct NACS evidence,True,False
2025-05-03,Veneto prova di qualifica U15 U21 Senior (L),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-05-03,IFSC European Cup Brussels 2025,IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2025-05-04,Liguria prova di qualifica 8° U15 7° U21 (S),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-05-04,Puglia Campionato regionale 1° prova (B),FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-05-04,Sicilia 6° prova di qualifica U21 (S),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-05-04,Championnat valaisan de bloc des jeunes U15-U17,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-05-04,Championnat valaisan de bloc des jeunes U9-U11-U13,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-05-04,Championnat valaisan de bloc des jeunes U9-U11-U13,VL-GLOBAL,Regional / local,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-05-09,Boulderplanet - Flotter Freitag Mai 2025,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-05-09,Test Dublin,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-05-10,Coppa Italia 2° prova (L) 3° prova (S),FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-05-10,IFSC Youth European Cup Graz 2025,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2025-05-10,Bächli Bergsport Swiss Climbing Cup 2025 (B) - Grimper.ch Lausanne - Grimper.ch Lausanne,SAC-CAS,National series,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2025-05-10,R41 Lead/TR Regionals,USAC,Regional / local youth,Youth,FED:USAC:YOUTH,direct federation-level evidence,True,False
2025-05-11,"Lazio 2ª prova di qualifica U15, U21 e Senior (S)",FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-05-11,Macro NO 6° prova di qualifica U15 U21 Senior (S),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-05-11,Toscana 4° prova di qualifica U21 senior (B),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,National championship youth,Youth,FED:CEC:YOUTH,direct federation-level evidence,True,False
2025-05-15,IFSC Youth European Championships Curno 2025,IFSC,Continental championship youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2025-05-15,1ªPrueba The Climb Summer Cup 2025,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-05-15,Test Event Ireland,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-05-16,IFSC World Cup Curitiba 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-05-16,Test Speed,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-05-17,Zürcher Klettermeisterschaft 2025 (Lead) - Griffig Uster,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2025-05-17,R71 Speed QST,USAC,Regional / local,Senior / Open,FED:USAC,direct federation-level evidence,True,False
2025-05-18,Abruzzo-Molise prova di qualifica U21 Senior (B),FASI,Regional / local,Youth,FED:FASI:YOUTH,direct federation-level evidence,True,False
2025-05-23,IFSC World Cup Salt Lake City 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-05-23,Test Event Ireland,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-05-24,IFSC Youth European Cup Molde 2025,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2025-05-24,PPL Bistrica Težavnost - TEST,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-05-25,Marche prova di qualifica Senior (L),FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-05-31,1a Prueba Copa España Dificultad,FEDME,Regional / local,Senior / Open,FED:FEDME,direct federation-level evidence,True,False
2025-05-31,Campeonato España Dificultad,FEDME,Regional / local,Senior / Open,FED:FEDME,direct federation-level evidence,True,False
2025-05-31,IFSC World Cup Denver 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-05-31,Boulder-Schweizermeisterschaften 2025 im Rahmen des Bächli Bergsport Swiss Climbing Cup - Bouba Baden,SAC-CAS,National championship,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2025-05-31,D7 Lead/TR Divisional,USAC,Regional / local youth,Youth,FED:USAC:YOUTH,direct federation-level evidence,True,False
2025-05-31,Denver Speed WC Practice Event,USAC,Regional / local,Senior / Open,FED:USAC,direct federation-level evidence,True,False
2025-06-01,Pohorska Plezalna Liga - Težavnost,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-06-01,Test Titan Wall,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-06-05,2025 CELSIUS Youth Climbing Wave 1,USAC,Regional / local youth,Youth,FED:USAC:YOUTH,direct federation-level evidence,True,False
2025-06-05,"2025 NACS Vail, CO",USAC,Continental / cross-border,Senior / Open,NACS,direct NACS evidence,True,False
2025-06-05,2ªPrueba The Climb Summer Cup 2025,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-06-05,Magic Mountain Bouldering Festival,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-06-05,Test,VL-GLOBAL,Regional / local youth,Youth,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-06-06,IFSC World Cup Prague 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-06-06,IFSC Youth European Cup Mezzolombardo 2025,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2025-06-06,Test Boulderproject,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-06-06,Test Five Ten,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-06-07,IFSC European Cup Mezzolombardo 2025,IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2025-06-07,Grande Prise - Boulder Plauschwettkampf - Bouba Baden,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2025-06-07,Zürcher Klettermeisterschaft 2025 (Boulder) - Bouba Baden,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2025-06-07,2025 YETI Youth Climbing- Speed,USAC,Regional / local youth,Youth,FED:USAC:YOUTH,direct federation-level evidence,True,False
2025-06-07,Irish Lead Championships,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-06-07,Irish Lead Championships,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-06-08,2025 CELSIUS Citizen Climbing Wave 1,USAC,Regional / local,Senior / Open,FED:USAC,direct federation-level evidence,True,False
2025-06-08,2025 CELSIUS Citizen Climbing Wave 1,USAC,Regional / local masters,Senior / Open,FED:USAC,direct federation-level evidence,True,False
2025-06-08,2025 CELSIUS Citizen Climbing Wave 2,USAC,Regional / local,Senior / Open,FED:USAC,direct federation-level evidence,True,False
2025-06-08,2025 CELSIUS Citizen Climbing Wave 2,USAC,Regional / local masters,Senior / Open,FED:USAC,direct federation-level evidence,True,False
2025-06-08,2025 CELSIUS Youth Climbing Wave 2,USAC,Regional / local youth,Youth,FED:USAC:YOUTH,direct federation-level evidence,True,False
2025-06-08,2025 YETI Speed Showdown,USAC,Regional / local,Senior / Open,FED:USAC,direct federation-level evidence,True,False
2025-06-13,IFSC World Cup Bern 2025,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2025-06-13,Test Belfast,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-06-14,Coppa Italia 3° prova (L),FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2025-06-14,IFSC European Cup Zakopane 2025,IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2025-06-14,IFSC Youth European Cup Sukoró 2025,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2025-06-14,Bouldering League X #4: Summer Jam,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-06-15,IFSC Youth European Cup Zakopane 2025,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2025-06-18,Bockstars - Vol.7,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-06-18,Bockstars - Vol.7,VL-GLOBAL,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2025-06-18,test2,VL-GLOBAL,Regional / local,Senior / Open,QUARANTINE,event name is explicitly labelled TEST,True,False
2025-06-19,3ªPrueba The Climb Summer Cup 2025,VL-GLOBAL,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
